readable_timestamp,timestamp,open,high,low,close,volume
2025-09-08 18:31:00 UTC,1757356260000,112384.15,112395.06,112365.02,112365.02,4.78703
2025-09-08 18:32:00 UTC,1757356320000,112365.02,112365.03,112339.99,112339.99,6.60015
2025-09-08 18:33:00 UTC,1757356380000,112339.99,112359.99,112331.31,112347.99,16.83282
2025-09-08 18:34:00 UTC,1757356440000,112348.0,112359.13,112348.0,112359.12,1.81678
2025-09-08 18:35:00 UTC,1757356500000,112359.13,112369.07,112355.03,112364.61,5.11076
2025-09-08 18:36:00 UTC,1757356560000,112364.62,112364.62,112322.27,112322.27,6.35561
2025-09-08 18:37:00 UTC,1757356620000,112322.27,112332.0,112310.0,112310.01,3.01882
2025-09-08 18:38:00 UTC,1757356680000,112310.0,112342.32,112287.91,112287.91,4.29055
2025-09-08 18:39:00 UTC,1757356740000,112287.92,112297.5,112274.25,112279.17,3.16159
2025-09-08 18:40:00 UTC,1757356800000,112279.18,112301.86,112257.46,112269.52,5.03701
2025-09-08 18:41:00 UTC,1757356860000,112269.52,112296.99,112269.52,112296.99,3.01479
2025-09-08 18:42:00 UTC,1757356920000,112296.98,112319.94,112296.98,112319.93,2.72721
2025-09-08 18:43:00 UTC,1757356980000,112319.93,112328.02,112309.92,112326.17,4.16398
2025-09-08 18:44:00 UTC,1757357040000,112326.16,112326.17,112326.16,112326.16,0.97788
2025-09-08 18:45:00 UTC,1757357100000,112326.17,112368.47,112326.16,112368.47,2.42866
2025-09-08 18:46:00 UTC,1757357160000,112368.47,112396.76,112368.46,112394.24,3.71971
2025-09-08 18:47:00 UTC,1757357220000,112394.24,112400.0,112394.24,112400.0,1.92109
2025-09-08 18:48:00 UTC,1757357280000,112399.99,112431.46,112399.99,112431.45,7.19032
2025-09-08 18:49:00 UTC,1757357340000,112431.45,112439.43,112412.75,112438.78,5.34544
2025-09-08 18:50:00 UTC,1757357400000,112438.77,112454.07,112434.18,112449.99,5.70104
2025-09-08 18:51:00 UTC,1757357460000,112449.99,112453.75,112449.99,112453.75,3.31627
2025-09-08 18:52:00 UTC,1757357520000,112453.74,112453.75,112447.17,112447.17,3.60455
2025-09-08 18:53:00 UTC,1757357580000,112447.17,112447.18,112416.95,112416.95,3.49295
2025-09-08 18:54:00 UTC,1757357640000,112416.96,112438.0,112416.95,112436.56,4.3007
2025-09-08 18:55:00 UTC,1757357700000,112436.56,112460.0,112436.56,112460.0,4.87484
2025-09-08 18:56:00 UTC,1757357760000,112460.0,112461.53,112459.99,112461.52,12.30736
2025-09-08 18:57:00 UTC,1757357820000,112461.52,112500.0,112461.51,112500.0,9.68449
2025-09-08 18:58:00 UTC,1757357880000,112500.0,112515.59,112499.99,112515.58,1.6985
2025-09-08 18:59:00 UTC,1757357940000,112515.58,112515.59,112477.0,112477.01,6.57533
2025-09-08 19:00:00 UTC,1757358000000,112477.01,112477.01,112440.02,112440.02,8.12363
2025-09-08 19:01:00 UTC,1757358060000,112440.02,112451.27,112429.82,112435.28,3.56905
2025-09-08 19:02:00 UTC,1757358120000,112435.29,112435.29,112418.79,112418.79,2.7285
2025-09-08 19:03:00 UTC,1757358180000,112418.8,112418.8,112390.55,112390.55,3.45816
2025-09-08 19:04:00 UTC,1757358240000,112390.55,112397.9,112380.0,112397.28,7.03571
2025-09-08 19:05:00 UTC,1757358300000,112397.28,112397.9,112363.76,112363.76,7.57344
2025-09-08 19:06:00 UTC,1757358360000,112363.76,112363.77,112325.66,112334.0,4.50088
2025-09-08 19:07:00 UTC,1757358420000,112333.99,112334.0,112330.99,112331.0,1.60421
2025-09-08 19:08:00 UTC,1757358480000,112330.99,112331.0,112281.73,112281.74,8.20371
2025-09-08 19:09:00 UTC,1757358540000,112281.73,112281.74,112204.35,112204.35,9.54626
2025-09-08 19:10:00 UTC,1757358600000,112204.35,112218.44,112178.69,112218.43,5.03715
2025-09-08 19:11:00 UTC,1757358660000,112218.43,112218.44,112191.36,112195.99,7.99385
